SIM4ME,,,,,,,,,,,,,,,,,,,,,,,
#TYPE,FROM ENGINE,FROM SYMBOL,FROM VALUE INFO,FROM VALUE UOM,TO ENGINE,TO SYMBOL,TO VALUE INFO,TO VALUE UOM,PERIOD,EQUATION,DESCRIPTION,CONV TYPE,TOLERANCE,MIN SCALE,MAX SCALE,LOW LIMIT,HI LIMIT,MISC1,MISC2,MISC3,MISC4,MISC5,COMMENTS
A,DYN,ZERO, refs,,SCP,1BF_A:FGZT5101A.POINT,1FG928:1,PCT,,,IDBF 1A INLET VANEDRIVE POS,3,0,0,100,-2,102,AIN : 1CP764 : D1I48402,,,,,
A,DYN,ZERO, refs,,SCP,1BF_A:FGZT5102A.POINT,1FG928:2,PCT,,,IDBF 1A OUTLT DMPR DRIVE POS,3,0,0,100,-2,102,AIN : 1CP764 : D1I48410,,,,,
A,SCP,1BF_A:FGMO5101A.OUT,1FG928:5,PCT,DYN,ANAOUT,,,,,IDBF 1A INLET VANEDRIVE POS DMD,0,0,0,100,-2,102,AOUT : 1CP764 : D1I48402,,,,,
A,SCP,1BF_A:FGMO5102A.OUT,1FG928:6,PCT,DYN,ANAOUT,,,,,IDBF 1A OUTLT DMPR DRIVE POS DMD,0,0,0,100,-2,102,AOUT : 1CP764 : D1I48410,,,,,
A,DYN,ZERO, refs,,SCP,1BFLO_B:LOPDIT5150B.POINT,1FG937:6,PSID,,,IDBF 1B LO FILTER DP,3,0,0,100,-2,102,AIN : 1CP764 : D1I48490,HAL = 50 : HIGH DP,,,,
A,DYN,ZERO, refs,,SCP,1BFLO_B:LOPIT5150BA.POINT,1FG917:4,PSIG,,,IDBF 1B LO SUPPLY PRESS A,3,0,0,200,-4,204,AIN : 1CP764 : D1I48490,,,,,
A,DYN,ZERO, refs,,SCP,1BFLO_B:LOPIT5150BB.POINT,1FG927:4,PSIG,,,IDBF 1B LO SUPPLY PRESS B,3,0,0,200,-4,204,AIN : 1CP764 : D1I48490,,,,,
A,DYN,ZERO, refs,,SCP,1BFLO_B:LOPIT5150BC.POINT,1FG937:4,PSIG,,,IDBF 1B LO SUPPLY PRESS C,3,0,0,200,-4,204,AIN : 1CP764 : D1I48490,,,,,
A,DYN,ZERO, refs,,SCP,1BFLO_B:LOTE5150BA.POINT,1FG916:7,DEGF,,,IDBF 1B LO TANK   TEMPERATURE,43,0,32,212,28.4,215.6,AIN : 1CP764 : D1I48491,LAL = 60 : LOW TEMP ; HAL = 150 : HIGH TEMP,,,,
A,DYN,ZERO, refs,,SCP,1BFLO_B:LOTE5150BD.POINT,1FG916:8,DEGF,,,IDBF 1B LO SUPPLY TEMPERATURE,43,0,32,212,28.4,215.6,AIN : 1CP764 : D1I48491,LAL = 0 : LOW TEMP ; HAL = 125 : HIGH TEMP,,,,
A,DYN,ZERO, refs,,SCP,1BFLO_B:LOLIT5150B.POINT,1FG927:7,INCHES,,,IDBF B LUBE OIL SKID B OIL LVL,3,0,0,23,-0.46,23.46,AIN : 1CP764 : D1I48491,LAL = 6 : LOW LEVEL ; ,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODMO100BIA.POINT,SIMOPT = 0,AMPS,,,ID BSTR FAN B MTR AMPS PH A,0,0,0,1500,-30,1530,RIN : 1CP764 : D1I48442,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODMO100BIB.POINT,SIMOPT = 0,AMPS,,,ID BSTR FAN B MTR AMPS PH B,0,0,0,1500,-30,1530,RIN : 1CP764 : D1I48442,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODMO100BIC.POINT,SIMOPT = 0,AMPS,,,ID BSTR FAN B MTR AMPS PH C,0,0,0,1500,-30,1530,RIN : 1CP764 : D1I48442,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODMO100BJ.POINT,SIMOPT = 0,MW,,,ID BSTR FAN B MTR MW,0,0,0,20.7,-0.414,21.114,RIN : 1CP764 : D1I48442,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODMO100BK.POINT,SIMOPT = 0,,,,ID BSTR FAN B MTR RESTART TIME,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48442,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODTE100BA.POINT,SIMOPT = 0,,,,IDBF B MOTOR      STATOR A TEMP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48498,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODTE100BB.POINT,SIMOPT = 0,,,,IDBF B MOTOR      STATOR B TEMP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48498,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODTE100BC.POINT,SIMOPT = 0,,,,IDBF B MOTOR      STATOR C TEMP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48498,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODTE100BD.POINT,SIMOPT = 0,,,,IDBF B MOTOR      STATOR D TEMP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48498,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODTE100BE.POINT,SIMOPT = 0,,,,IDBF B MOTOR      STATOR E TEMP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48498,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODTE100BF.POINT,SIMOPT = 0,,,,IDBF B MOTOR      STATOR F TEMP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48498,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODTE100BG.POINT,SIMOPT = 0,,,,IDBF B MOTOR OUTBD BRG TEMP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48498,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODTE100BH.POINT,SIMOPT = 0,,,,IDBF B MOTOR INBD  BRG TEMP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48498,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:FGTE5100BJ.POINT,1FG916:5,DEGF,,,IDBF 1B INBOARD   BRG TEMP,43,0,0,300,-6,306,AIN : 1CP764 : D1I48497,HAL = 180 : HIGH TEMP,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:FGTE5100BK.POINT,1FG916:6,DEGF,,,IDBF 1B OUTBOARD  BRG TEMP,43,0,0,300,-6,306,AIN : 1CP764 : D1I48497,HAL = 180 : HIGH TEMP,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODTE100BL.POINT,SIMOPT = 0,,,,IDBF B MOTOR OUTBD BRG TEMP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48498,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODTE100BM.POINT,SIMOPT = 0,,,,IDBF B MOTOR INBD  BRG TEMP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48498,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODVKT100BC.POINT,SIMOPT = 0,,,,IDBF 1B MTR       KEY PHASOR,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48499,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODVXT100BA.POINT,SIMOPT = 0,,,,IDBF 1B MTR       OUTBD VIBR XP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48499,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODVXT100BB.POINT,SIMOPT = 0,,,,IDBF 1B MTR       OUTBD VIBR XS,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48499,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODVXT100BD.POINT,SIMOPT = 0,,,,IDBF 1B MTR       INBD VIBR XP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48499,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODVXT100BE.POINT,SIMOPT = 0,,,,IDBF 1B MTR       INBD VIBR XS,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48499,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODVXT100BF.POINT,SIMOPT = 0,,,,IDBF 1B FAN       INBD VIBR XP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48499,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODVXT100BG.POINT,SIMOPT = 0,,,,IDBF 1B FAN       INBD VIBR XS,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48499,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODVXT100BH.POINT,SIMOPT = 0,,,,IDBF 1B FAN       OUTBD VIBR XP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48499,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODVXT100BJ.POINT,SIMOPT = 0,,,,IDBF 1B FAN       OUTBD VIBR XS,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48499,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODVYT100BA.POINT,SIMOPT = 0,,,,IDBF 1B MTR       OUTBD VIBR YP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48500,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODVYT100BB.POINT,SIMOPT = 0,,,,IDBF 1B MTR       OUTBD VIBR YS,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48500,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODVYT100BD.POINT,SIMOPT = 0,,,,IDBF 1B MTR       INBD VIBR YP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48500,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODVYT100BE.POINT,SIMOPT = 0,,,,IDBF 1B MTR       INBD VIBR YS,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48500,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODVYT100BF.POINT,SIMOPT = 0,,,,IDBF 1B FAN       INBD VIBR YP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48500,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODVYT100BG.POINT,SIMOPT = 0,,,,IDBF 1B FAN       INBD VIBR YS,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48500,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODVYT100BH.POINT,SIMOPT = 0,,,,IDBF 1B FAN       OUTBD VIBR YP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48500,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODVYT100BJ.POINT,SIMOPT = 0,,,,IDBF 1B FAN       OUTBD VIBR YS,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48500,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODVZT100BB.POINT,SIMOPT = 0,,,,IDBF 1B MTR       OUTBD VIBR ZS,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48501,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODVZT100BE.POINT,SIMOPT = 0,,,,IDBF 1B MTR       INBD VIBR ZS,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48501,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODVZT100BG.POINT,SIMOPT = 0,,,,IDBF 1B FAN       INBD VIBR ZS,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48501,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODVZT100BJ.POINT,SIMOPT = 0,,,,IDBF 1B FAN       OUTBD VIBR ZS,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48501,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODMO100BKWH.POINT,SIMOPT = 0,KWH,,,IDBF B KWH,0,0,0,1000000000,-20000000,1020000000,RIN : 1CP764 : D1I48442,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:MODMO100BQ.POINT,SIMOPT = 0,MW,,,ID BSTR FAN B MTR MVAR,0,0,0,20.7,-0.414,21.114,RIN : 1CP764 : D1I48442,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:FGZT5101B.POINT,1FG938:1,PCT,,,IDBF 1B INLET VANE DRIVE POS,3,0,0,100,-2,102,AIN : 1CP764 : D1I48404,,,,,
A,DYN,ZERO, refs,,SCP,1BF_B:FGZT5102B.POINT,1FG938:2,PCT,,,IDBF 1B OUTLT DMPR DRIVE POS,3,0,0,100,-2,102,AIN : 1CP764,,,,,
A,SCP,1BF_B:FGMO5101B.OUT,1FG938:5,PCT,DYN,ANAOUT,,,,,IDBF 1B INLET VANE DRIVE POS DMD,0,0,0,100,-2,102,AOUT : 1CP764 : D1I48404,,,,,
A,SCP,1BF_B:FGMO5102B.OUT,1FG938:6,PCT,DYN,ANAOUT,,,,,IDBF 1B OUTLT DMPR DRIVE POS DMD,0,0,0,100,-2,102,AOUT : 1CP764 : D1I48404,,,,,
A,DYN,ZERO, refs,,SCP,1BFLO_C:LOPDIT5150C.POINT,1FG627:6,PSID,,,IDBF 1C LO FILTER DP,3,0,0,100,-2,102,AIN : 1CP764 : D1I48510,HAL = 50 : HIGH DP,,,,
A,DYN,ZERO, refs,,SCP,1BFLO_C:LOPIT5150CA.POINT,1FG617:3,PSIG,,,IDBF 1C LO SUPPLY PRESS A,3,0,0,200,-4,204,AIN : 1CP764 : D1I48510,,,,,
A,DYN,ZERO, refs,,SCP,1BFLO_C:LOPIT5150CB.POINT,1FG627:3,PSIG,,,IDBF 1C LO SUPPLY PRESS B,3,0,0,200,-4,204,AIN : 1CP764 : D1I48510,,,,,
A,DYN,ZERO, refs,,SCP,1BFLO_C:LOPIT5150CC.POINT,1FG637:3,PSIG,,,IDBF 1C LO SUPPLY PRESS C,3,0,0,200,-4,204,AIN : 1CP764 : D1I48510,,,,,
A,DYN,ZERO, refs,,SCP,1BFLO_C:LOTE5150CA.POINT,1FG616:3,DEGF,,,IDBF 1C LO TANK   TEMPERATURE,43,0,32,212,28.4,215.6,AIN : 1CP764 : D1I48511,LAL = 60 : LOW TEMP ; HAL = 150 : HIGH TEMP,,,,
A,DYN,ZERO, refs,,SCP,1BFLO_C:LOTE5150CD.POINT,1FG616:4,DEGF,,,IDBF 1C LO SUPPLY TEMPERATURE,43,0,32,212,28.4,215.6,AIN : 1CP764 : D1I48511,LAL = 0 : LOW TEMP ; HAL = 125 : HIGH TEMP,,,,
A,DYN,ZERO, refs,,SCP,1BFLO_C:LOLIT5150C.POINT,1FG617:6,INCHES,,,IDBF C LUBE OIL SKID C OIL LVL,3,0,0,23,-0.46,23.46,AIN : 1CP764 : D1I48511,LAL = 6 : LOW LEVEL ; ,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODDPSH100.POINT,SIMOPT = 0,,,,,0,0,0,4294970000,0,4294970000,IIN : 1CP764,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODVZT100CB.POINT,SIMOPT = 0,,,,IDBF 1C MTR       OUTBD VIBR ZS,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48521,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODVZT100CE.POINT,SIMOPT = 0,,,,IDBF 1C MTR       INBD VIBR ZS,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48521,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODVZT100CG.POINT,SIMOPT = 0,,,,IDBF 1C FAN       INBD VIBR ZS,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48521,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODVZT100CJ.POINT,SIMOPT = 0,,,,IDBF 1C FAN       OUTBD VIBR ZS,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48521,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODMO100CIA.POINT,SIMOPT = 0,AMPS,,,ID BSTR FAN C MTR AMPS PH A,0,0,0,1500,-30,1530,RIN : 1CP764 : D1I48452,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODMO100CIB.POINT,SIMOPT = 0,AMPS,,,ID BSTR FAN C MTR AMPS PH B,0,0,0,1500,-30,1530,RIN : 1CP764 : D1I48452,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODMO100CIC.POINT,SIMOPT = 0,AMPS,,,ID BSTR FAN C MTR AMPS PH C,0,0,0,1500,-30,1530,RIN : 1CP764 : D1I48452,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODMO100CJ.POINT,SIMOPT = 0,MW,,,ID BSTR FAN C MTR MW,0,0,0,20.7,-0.414,21.114,RIN : 1CP764 : D1I48452,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODMO100CK.POINT,SIMOPT = 0,,,,ID BSTR FAN C MTR RESTART TIME,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48452,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODTE100CA.POINT,SIMOPT = 0,,,,IDBF C MOTOR      STATOR A TEMP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48518,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODTE100CB.POINT,SIMOPT = 0,,,,IDBF C MOTOR      STATOR B TEMP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48518,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODTE100CC.POINT,SIMOPT = 0,,,,IDBF C MOTOR      STATOR C TEMP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48518,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODTE100CD.POINT,SIMOPT = 0,,,,IDBF C MOTOR      STATOR D TEMP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48518,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODTE100CE.POINT,SIMOPT = 0,,,,IDBF C MOTOR      STATOR E TEMP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48518,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODTE100CF.POINT,SIMOPT = 0,,,,IDBF C MOTOR      STATOR F TEMP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48518,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODTE100CG.POINT,SIMOPT = 0,,,,IDBF C MOTOR OUTBD BRG TEMP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48518,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODTE100CH.POINT,SIMOPT = 0,,,,IDBF C MOTOR INBD  BRG TEMP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48518,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:FGTE5100CJ.POINT,1FG616:1,DEGF,,,IDBF 1C INBOARD   BRG TEMP,43,0,0,300,-6,306,AIN : 1CP764 : D1I48517,HAL = 180 : HIGH TEMP,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:FGTE5100CK.POINT,1FG616:2,DEGF,,,IDBF 1C OUTBOARD  BRG TEMP,43,0,0,300,-6,306,AIN : 1CP764 : D1I48517,HAL = 180 : HIGH TEMP,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODTE100CL.POINT,SIMOPT = 0,,,,IDBF C MOTOR OUTBD BRG TEMP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48518,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODTE100CM.POINT,SIMOPT = 0,,,,IDBF C MOTOR INBD  BRG TEMP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48518,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODVKT100CC.POINT,SIMOPT = 0,,,,IDBF 1C MTR       KEY PHASOR,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48519,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODVXT100CA.POINT,SIMOPT = 0,,,,IDBF 1C MTR       OUTBD VIBR XP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48519,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODVXT100CB.POINT,SIMOPT = 0,,,,IDBF 1C MTR       OUTBD VIBR XS,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48519,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODVXT100CD.POINT,SIMOPT = 0,,,,IDBF 1C MTR       INBD VIBR XP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48519,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODVXT100CE.POINT,SIMOPT = 0,,,,IDBF 1C MTR       INBD VIBR XS,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48519,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODVXT100CF.POINT,SIMOPT = 0,,,,IDBF 1C FAN       INBD VIBR XP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48519,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODVXT100CG.POINT,SIMOPT = 0,,,,IDBF 1C FAN       INBD VIBR XS,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48519,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODVXT100CH.POINT,SIMOPT = 0,,,,IDBF 1C FAN       OUTBD VIBR XP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48519,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODVXT100CJ.POINT,SIMOPT = 0,,,,IDBF 1C FAN       OUTBD VIBR XS,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48519,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODVYT100CA.POINT,SIMOPT = 0,,,,IDBF 1C MTR       OUTBD VIBR YP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48520,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODVYT100CB.POINT,SIMOPT = 0,,,,IDBF 1C MTR       OUTBD VIBR YS,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48520,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODVYT100CD.POINT,SIMOPT = 0,,,,IDBF 1C MTR       INBD VIBR YP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48520,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODVYT100CE.POINT,SIMOPT = 0,,,,IDBF 1C MTR       INBD VIBR YS,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48520,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODVYT100CF.POINT,SIMOPT = 0,,,,IDBF 1C FAN       INBD VIBR YP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48520,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODVYT100CG.POINT,SIMOPT = 0,,,,IDBF 1C FAN       INBD VIBR YS,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48520,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODVYT100CH.POINT,SIMOPT = 0,,,,IDBF 1C FAN       OUTBD VIBR YP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48520,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODVYT100CJ.POINT,SIMOPT = 0,,,,IDBF 1C FAN       OUTBD VIBR YS,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48520,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODMO100CKWH.POINT,SIMOPT = 0,KWH,,,IDBF C KWH,0,0,0,1000000000,-20000000,1020000000,RIN : 1CP764 : D1I48452,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:MODMO100CQ.POINT,SIMOPT = 0,MVAR,,,ID BSTR FAN C MTR MVAR,0,0,0,20.7,-0.414,21.114,RIN : 1CP764 : D1I48452,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:FGZT5101C.POINT,1FG628:1,PCT,,,IDBF 1C INLET VANE DRIVE POS,3,0,0,100,-2,102,AIN : 1CP764 : D1I48406,,,,,
A,DYN,ZERO, refs,,SCP,1BF_C:FGZT5102C.POINT,1FG628:2,PCT,,,IDBF 1C OUTLT DMPR DRIVE POS,3,0,0,100,-2,102,AIN : 1CP764,,,,,
A,SCP,1BF_C:FGMO5101C.OUT,1FG628:5,PCT,DYN,ANAOUT,,,,,IDBF 1C INLET VANE DRIVE POS DMD,0,0,0,100,-2,102,AOUT : 1CP764 : D1I48406,,,,,
A,SCP,1BF_C:FGMO5102C.OUT,1FG628:6,PCT,DYN,ANAOUT,,,,,IDBF 1C OUTLT DMPR DRIVE POS DMD,0,0,0,100,-2,102,AOUT : 1CP764,,,,,
A,DYN,ZERO, refs,,SCP,1BFLO_D:LOPDIT5150D.POINT,1FG637:6,PSID,,,IDBF 1D LO FILTER DP,3,0,0,100,-2,102,AIN : 1CP764 : D1I48530,HAL = 50 : HIGH DP,,,,
A,DYN,ZERO, refs,,SCP,1BFLO_D:LOPIT5150DA.POINT,1FG617:4,PSIG,,,IDBF 1D LO SUPPLY PRESS A,3,0,0,200,-4,204,AIN : 1CP764 : D1I48530,,,,,
A,DYN,ZERO, refs,,SCP,1BFLO_D:LOPIT5150DB.POINT,1FG627:4,PSIG,,,IDBF 1D LO SUPPLY PRESS B,3,0,0,200,-4,204,AIN : 1CP764 : D1I48530,,,,,
A,DYN,ZERO, refs,,SCP,1BFLO_D:LOPIT5150DC.POINT,1FG637:4,PSIG,,,IDBF 1D LO SUPPLY PRESS C,3,0,0,200,-4,204,AIN : 1CP764 : D1I48530,,,,,
A,DYN,ZERO, refs,,SCP,1BFLO_D:LOTE5150DA.POINT,1FG616:7,DEGF,,,IDBF 1D LO TANK   TEMPERATURE,43,0,32,212,28.4,215.6,AIN : 1CP764 : D1I48531,LAL = 60 : LOW TEMP ; HAL = 150 : HIGH TEMP,,,,
A,DYN,ZERO, refs,,SCP,1BFLO_D:LOTE5150DD.POINT,1FG616:8,DEGF,,,IDBF 1D LO SUPPLY TEMPERATURE,43,0,32,212,28.4,215.6,AIN : 1CP764 : D1I48531,LAL = 0 : LOW TEMP ; HAL = 125 : HIGH TEMP,,,,
A,DYN,ZERO, refs,,SCP,1BFLO_D:LOLIT5150D.POINT,1FG627:7,INCHES,,,IDBF D LUBE OIL SKID D OIL LVL,3,0,0,23,-0.46,23.46,AIN : 1CP764 : D1I48531,LAL = 6 : LOW LEVEL ; ,,,,
A,DYN,ZERO, refs,,SCP,1BF_D:MODMO100DIA.POINT,SIMOPT = 0,AMPS,,,ID BSTR FAN D MTR AMPS PH A,0,0,0,1500,-30,1530,RIN : 1CP764 : D1I48462,,,,,
A,DYN,ZERO, refs,,SCP,1BF_D:MODMO100DIB.POINT,SIMOPT = 0,AMPS,,,ID BSTR FAN D MTR AMPS PH B,0,0,0,1500,-30,1530,RIN : 1CP764 : D1I48462,,,,,
A,DYN,ZERO, refs,,SCP,1BF_D:MODMO100DIC.POINT,SIMOPT = 0,AMPS,,,ID BSTR FAN D MTR AMPS PH C,0,0,0,1500,-30,1530,RIN : 1CP764 : D1I48462,,,,,
A,DYN,ZERO, refs,,SCP,1BF_D:MODMO100DJ.POINT,SIMOPT = 0,MW,,,ID BSTR FAN D MTR MW,0,0,0,20.7,-0.414,21.114,RIN : 1CP764 : D1I48462,,,,,
A,DYN,ZERO, refs,,SCP,1BF_D:MODMO100DK.POINT,SIMOPT = 0,,,,ID BSTR FAN D MTR RESTART TIME,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48462,,,,,
A,DYN,ZERO, refs,,SCP,1BF_D:MODTE100DA.POINT,SIMOPT = 0,,,,IDBF D MOTOR      STATOR A TEMP,0,0,0,4294970000,0,4294970000,IIN : 1CP764 : D1I48538,,,,,
